,Title,Description,Link,Location,Price,Rooms,Bedrooms,Total area,Number of floors,Built in year,Condition,Ownership,Ground area,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Sanitary arrangements,Heating and ventilation,Communications and security,Kitchen,Cadastre no.,Energy mark,Readiness,Register number,Neighbourhood,This floor/Number of floors,Kulud suvel/talvel,Additional information,population
452,"Maisonette for sale, Ujula 88, Ülejõe, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Joint ownership, wooden house, total area 95.9 m²",https://www.kv.ee/muugile-on-saabunud-vaarika-ja-ajaloolise-ent-sama-3389006.html,"58.39106120763,26.717333166595",169000.0,4.0,,95.9 m²,,1938.0,ready,joint ownership,,,,"new sewerage, kitchen, electricity, TV-set, furnishing possibility, parquet, furniture, box-room, well, wall cupboard, separate rooms, new electricity, closed courtyard, public transport, farm building, garage, frontdoor locked","water boiler, shower, urban water","heated floors, stove heating, gas","Internet, phone, cable TV, neighbourhood watch, fenced with garden","electric stove, refridgerator",79514:002:0004,Missing,,,water body river near,2/2,,,800.0
453,"Row house box for sale, 3 bedrooms, Iirise tn 8, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 98.1 m²",https://www.kv.ee/muua-eksklusiivses-rohelusest-umbritsetud-ihaste-k-3375114.html,"58.355921,26.766155",179000.0,4.0,3.0,98.1 m²,2.0,2022.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"open kitchen, street entrance, terrace, dressing room, separate rooms, packet windows, parquet, parking free parking, public transport, box-room, organisation through the few floors, separate entryway, closed courtyard","toilet room and bathroom separate, sauna, shower, sewerage, urban water","heated floors, geothermic heating","Internet, phone, cable TV, steel door, fenced with garden",,79301:001:0985,,,,,,,,44.0
454,"Maisonette for sale, Katkuniidu tee, Metsakasti, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Private ownership, total area 257.5 m²",https://www.kv.ee/muua-vaga-hea-asukohaga-maja-viimsis-mille-krundi-3340318.html,"59.4889702,24.9141216",196999.0,4.0,,257.5 m²,2.0,2006.0,,private property,,Data from realestate book,,,,,,,,-,ready,,,,,,10.0
455,"Row house box for sale, 3 bedrooms, Sõnajala tee 2, Peetri, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 124.4 m²",https://www.kv.ee/muua-2022-valmiv-aenergiaklassiga-ridaelamuboks-ul-3324589.html,"59.382646,24.804324",249000.0,4.0,3.0,124.4 m²,2.0,2021.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"new sewerage, separate entryway, water, electricity, public transport, new electricity, organisation through the few floors, parking free parking, parquet, garage","sauna, shower, urban water","heated floors, gas heating, gas",,,65301:001:4696,,,,location in suburb location,,,,343.0
456,"Maisonette for sale, 3 bedrooms, Timuti 32, Variku, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ",Total area 190 m²,https://www.kv.ee/muua-heas-seisukorras-majaosa-vaikses-variku-linna-3300697.html,"58.3477081,26.7021519",173000.0,5.0,3.0,190 m²,2.0,1964.0,ready,,895 m²,,Notify about incorrect advertisement,"balcony , roof asbestos cement roof",,"stove heating, õhksoojuspump, fireplace",,,79509:015:0004,,,,,,,,3698.0
457,"Row house box for sale, 4 bedrooms, Liiva tee 28, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 101 m², total area 118 m²",https://www.kv.ee/paris-inimesed-paris-kodud-paris-elu-maaliliselt-k-3383734.html,"59.3729926,24.8096923",244900.0,5.0,4.0,118 m²,2.0,2023.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"packet windows, electricity, parquet, box-room, terrace","sauna, shower, bath, urban water, sewerage, washing machine","heated floors, õhksoojuspump","Internet, phone, cable TV, neighbourhood watch, fenced with garden",electric stove,,,ready,,"neighbours around neighbours, near forest, surrounding buildings private houses and apartment buildings, location outside settlement location, roads in good condition roads, Ülemiste järv lake",,,,48.0
458,"Maisonette for sale, 3 bedrooms, Vikerkaare tee, Viimsi, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 144.3 m²",https://www.kv.ee/uus-elamurajoon-viimsi-alevikus-muua-valmimisjargu-3391207.html,"59.5063638,24.8470635",330000.0,4.0,3.0,144.3 m²,2.0,2021.0,all brand-new,apartment ownership,1799 m²,,Notify about incorrect advertisement,"open kitchen, parking free parking, 3*380V, parquet, ventilation, electricity, box-room, separate rooms, public transport, roof tar paper roof","shower, sauna, toilet room and bathroom separate, urban water","fireplace, geothermic heating","Internet, cable TV, fenced with garden, neighbourhood watch",,,,,,,,,,1407.0
459,"Maisonette for sale, Jõekaare 7, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house, house area 76.2 m², total area 96.7 m²",https://www.kv.ee/pakkumisse-tuli-valguskullane-ja-avara-planeeringu-3388080.html,"58.3383216,26.7878254",205000.0,3.0,,96.7 m²,2.0,,all brand-new,apartment ownership,150 m²,,Notify about incorrect advertisement,"balcony 5.7 m², packet windows, parquet, parking free parking","sauna, shower, sewerage, washing machine, urban water",geothermic heating,,"ceramic shove, refridgerator, kitchen furniture",43201:003:0440,,ready,,,,,,16.0
460,"Row house box for sale, 2 bedrooms, Keskuse tee 7/2, Raadi-Kruusamäe, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 104.2 m²",https://www.kv.ee/2022-aasta-martsaprill-valmib-uus-a-energiaklassi-3385187.html,"58.407848,26.7456725",169900.0,3.0,2.0,104.2 m²,2.0,2022.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 3.8 m², parquet, parking free parking, public transport, box-room, TV-set, terrace, electricity, packet windows","sauna, shower","heated floors, geothermic heating","Internet, phone, cable TV, security system",kitchen 9.1 m²,79601:001:0560,,,,"surrounding buildings private houses and apartment buildings, location in the center location, roads in good condition roads",,,,207.0
461,"Row house box for sale, 3 bedrooms, Pargi tee 4, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 139.4 m²",https://www.kv.ee/muua-2022-aasta-maikuus-valmiv-ridaelamuboks-kiire-3385998.html,"58.3260157,26.7927288",198000.0,4.0,3.0,139.4 m²,2.0,2022.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 11 m², parking free parking, dressing room, packet windows, parquet, box-room, terrace, electricity","shower, sauna, bath, urban water, sewerage",combined heating,fenced with garden,,18501:001:0451,,,,"roads in good condition roads, Kurepalu lake 1,000 m",,,,26.0
462,"Maisonette for sale, Palkoja 11, Muraste, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 134.9 m²",https://www.kv.ee/tallinna-kulje-all-muraste-kulas-aadressil-palkoja-3377290.html,"59.4504833,24.4433876",289000.0,4.0,,134.9 m²,2.0,2022.0,all brand-new,apartment ownership,1358 m²,,,"balcony , public transport, box-room, separate entryway, closed courtyard, ventilation, roof tin roof","shower, sauna, toilet room and bathroom separate, bath, urban water",heated floors,"Internet, fenced with garden, steel door",,,A,,,near forest,,,,58.0
463,"Row house box for sale, 2 bedrooms, Keskuse tee 7/2, Vahi alevik, Tartu vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 104.2 m²",https://www.kv.ee/2022-aasta-martsaprill-valmib-uus-a-energiaklassi-3385189.html,"58.407848,26.7456725",169900.0,3.0,2.0,104.2 m²,2.0,2022.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 3.8 m², parquet, parking free parking, public transport, box-room, TV-set, terrace, electricity, packet windows","sauna, shower","heated floors, geothermic heating","Internet, phone, cable TV, security system",kitchen 9.1 m²,79601:001:0560,,,,"surrounding buildings private houses and apartment buildings, location in the center location, roads in good condition roads",,,,207.0
464,"Maisonette for sale, 1 bedrooms, Jakobsoni 19/1, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 40.3 m²",https://www.kv.ee/eelregistreerimisega-tutvumispaev-14-dets-kell-16-3391924.html,"59.4334196,24.7699735",129990.0,2.0,1.0,40.3 m²,3.0,,ready,joint ownership,,,,"new sewerage, open kitchen, public transport, farm building, wall cupboard, new electricity, separate entryway, separate rooms, basement, parquet, furniture, dressing room, parking free parking, street entrance","shower, urban water, sewerage","õhksoojuspump, electric heating, stove heating, fireplace, fireplace","Internet, cable TV, neighbourhood watch, steel door, security system","ceramic shove, refridgerator, kitchen furniture",78401:112:0790,Missing,,,"location in the center location, surrounding buildings apartment buildings, water body sea near",,,,20334.0
465,"Row house box for sale, 3 bedrooms, Sadama tn 28, Haapsalu linn, Haapsalu, Läänemaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 115.9 m², total area 115.9 m²",https://www.kv.ee/toeliset-omanaoline-ja-maitsekalt-sisustatud-uus-m-3370618.html,"58.9553193,23.5294113",449000.0,5.0,3.0,115.9 m²,2.0,2017.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 20 m², parking free parking, box-room, wall cupboard, TV-set, terrace, electricity, dressing room, furniture, packet windows, parquet, public transport","shower, sauna, toilet room and bathroom separate, urban water, sewerage, washing machine","heated floors, central heating, conditioner, combined heating, fireplace","Internet, cable TV, fenced with garden, security system, steel door","electric stove, kitchen 15 m², refridgerator, kitchen furniture",,,ready,,"neighbours next to neighbours, Läänemeri sea 5 m, beach length 50 m, surrounding buildings private houses, in the city location, roads in good condition roads",,,,295.0
466,"Row house box for sale, 2 bedrooms, Väike-Rae tee 9, Rae, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 81.3 m²",https://www.kv.ee/elukeskkond-ja-asukohtrae-vald-asub-harjumaal-tall-3385536.html,"59.3751961,24.8652362",239900.0,3.0,2.0,81.3 m²,2.0,2019.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, electricity, dressing room, furnishing possibility, furniture, packet windows, public transport, wall cupboard, TV-set","toilet room and bathroom separate, bath, shower, urban water, sewerage","õhksoojuspump, heated floors","Internet, phone, cable TV, steel door, fenced with garden","electric stove, refridgerator, kitchen furniture",,C,ready,,"near forest, roads in good condition roads, neighbours around neighbours, location outside settlement location, surrounding buildings apartment buildings",,95 € /  150 €,,43.0
467,"Row house box for sale, 3 bedrooms, Rae põik 2, Rae, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 85.7 m²",https://www.kv.ee/vaike-rae-elamupiirkond-asub-rae-kulas-assaku-ja-p-3370588.html,"59.3790889,24.868912",234900.0,4.0,3.0,85.7 m²,2.0,2022.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, packet windows, parquet","bath, sauna, shower, urban water, sewerage","õhksoojuspump, heated floors",fenced with garden,,,B,ready,8900050.0,"near forest, neighbours next to neighbours, location in suburb location",,,,43.0
468,"Maisonette for sale, 3 bedrooms, Kesk-Vaela 24, Vaela, Kiili vald, Harjumaa - Real estate portal KV.EE ","Stone house, house area 104 m², total area 116 m²",https://www.kv.ee/arendusprojekt-leht-httpskiili-wingmacht-eebokside-3246398.html,"59.3277436,24.8058814",297000.0,4.0,3.0,116 m²,1.0,2022.0,all brand-new,,1200 m²,Data from realestate book,Notify about incorrect advertisement,"box-room, dressing room, packet windows, parquet","sauna, shower, bath, sewerage, urban water",õhksoojuspump,,,30501:001:0260,,,,,,,,4.0
469,"Maisonette for sale, Pallase puiestee 127, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 105.1 m²",https://www.kv.ee/muugipakkumistesse-on-lisandunud-monusalt-hubane-r-3389801.html,"58.357741850086,26.77925025357",159000.0,4.0,,105.1 m²,2.0,2006.0,ready,joint ownership,1607 m²,,Notify about incorrect advertisement,"balcony , kitchen, open kitchen, parquet, furnishing possibility, furniture, parking free parking, public transport","toilet room and bathroom separate, shower, sewerage, urban water",gas heating,,"electric stove, kitchen furniture",79517:048:0006,,,,"roads paved roads, near forest",,,,284.0
470,"Maisonette for sale, 3 bedrooms, Pargi tee 5, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 98.9 m², total area 112.1 m²",https://www.kv.ee/juba-2022-aasta-kevadel-valmib-tartu-linna-lahedal-3370607.html,"58.3271071,26.7930131",172000.0,4.0,3.0,112.1 m²,,2021.0,all brand-new,apartment ownership,3046 m²,Data from realestate book,Notify about incorrect advertisement,"box-room, terrace, electricity, packet windows, parquet","shower, sewerage",geothermic heating,,,,A,,,,1/2,,,26.0
471,"Maisonette for sale, 5 bedrooms, L. Koidula 99, Narva-Jõesuu linn, Narva-Jõesuu, Ida-Virumaa - Real estate portal KV.EE ",Total area 203.5 m²,https://www.kv.ee/predlgetsa-n-prodzu-uniklbnoi-prostornoi-prnoi-dom-3013547.html,"59.4292497,27.9919346",190000.0,7.0,5.0,203.5 m²,2.0,2017.0,all brand-new,,2500 m²,,Notify about incorrect advertisement,parking free parking,,,,,51301:012:0037,,,,water body sea near,,,,11.0
472,"Row house box for sale, 4 bedrooms, Vanatoa tee 13, Lähtse, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 90.4 m²",https://www.kv.ee/httpsrabarebase-eekiili-aleviku-kulje-all-valmib-2-3386438.html,"59.292014,24.863741",255000.0,5.0,4.0,90.4 m²,1.0,2022.0,all brand-new,apartment ownership,802 m²,Data from realestate book,Notify about incorrect advertisement,"open kitchen, ventilation, water, roof tar paper roof","shower, urban water, sewerage",geothermic heating,cable TV,,,,,,,,,,12.0
473,"Maisonette for sale, 2 bedrooms, Tihase, Tammelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 86.4 m²",https://www.kv.ee/ridaelamuboks-hinnatud-tammelinnas-vaikse-liiklusk-3391722.html,"58.3558637,26.6975499",130000.0,3.0,2.0,86.4 m²,2.0,1977.0,ready,apartment ownership,,,,"garage, roof tar paper roof","shower, toilet room and bathroom separate, water boiler",central heating,,electric stove,,Missing,,,,,,,2636.0
474,"Maisonette for sale, 3 bedrooms, Toomkivi 21, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381566.html,"59.3097965,24.8367254",297500.0,5.0,3.0,120 m²,,2022.0,all brand-new,apartment ownership,3221 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,,1604.0
