Title,Description,Link,Location,Rooms,Total area,This floor/Number of floors,Built in year,Condition,Ownership,Cadastre no.,Energy mark,Lisainfo,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Neighbourhood,Data from realestate book,Register number,Notify about incorrect advertisement,Kulud suvel/talvel,Number of floors,Additional information
"Apartment for sale, 1 rooms, Aisa tn 39, Rannarajoon, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-paikesepoolne-1toaline-roduga-korter-esindusl-3383169.html,"58.3765243,24.5158116",1,23.3 m²,2/3,2014,,apartment ownership,,A,"balcony , public transport, wall cupboard, new electricity, electricity, TV-set, furniture, parquet, ventilation, lift, closed courtyard, urban water, fenced with garden, near forest, roof tar paper roof",,"new sewerage, shower","central heating, heated floors","frontdoor locked, video cameras, steel door",,Data from realestate book,,Notify about incorrect advertisement,,,
"Apartment for sale, 1 rooms, Aisa 39, Rannarajoon, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-mugava-planeeringuga-1toaline-suure-terrassig-3383168.html,"58.3765243,24.5158116",1,31.2 m²,1/3,2014,,apartment ownership,,A,"kitchen, public transport, wall cupboard, new electricity, closed courtyard, electricity, TV-set, furniture, parquet, ventilation, lift, urban water, fenced with garden, near forest, roof tar paper roof","electric stove, open kitchen, refridgerator","shower, new sewerage","heated floors, central heating","steel door, video cameras, frontdoor locked",,Data from realestate book,,Notify about incorrect advertisement,,,
"Apartment for sale, 1 rooms, Aisa 39, Rannarajoon, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-lounapoolne-1toaline-terrassiga-korter-esindu-3383167.html,"58.3765243,24.5158116",1,24.3 m²,1/3,2014,,apartment ownership,,A,"public transport, wall cupboard, new electricity, electricity, TV-set, furniture, parquet, ventilation, lift, closed courtyard, urban water, fenced with garden, near forest, roof tar paper roof",,"new sewerage, shower","central heating, heated floors","frontdoor locked, video cameras, steel door",,Data from realestate book,,Notify about incorrect advertisement,,,
"Apartment for sale, 1 rooms, Aisa 39, Rannarajoon, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-lounapoolne-1toaline-terrassiga-korter-esindu-3383165.html,"58.3765243,24.5158116",1,23.9 m²,1/3,2014,,apartment ownership,,A,"urban water, wall cupboard, new electricity, TV-set, furniture, parquet, dressing room, ventilation, lift, closed courtyard, public transport, electricity, fenced with garden, near forest, roof tar paper roof",refridgerator,"new sewerage, shower","central heating, heated floors","steel door, frontdoor locked, video cameras",,Data from realestate book,,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Aisa 39, Rannarajoon, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/muua-paikesepoolne-suure-terrassiga-2toaline-korte-3383164.html,"58.3765243,24.5158116",2,56.2 m²,1/3,2014,,apartment ownership,,A,"kitchen, urban water, wall cupboard, separate rooms, new electricity, closed courtyard, public transport, electricity, TV-set, furniture, parquet, ventilation, lift, fenced with garden, near forest, roof tar paper roof","electric stove, open kitchen, refridgerator","new sewerage, bath, shower",central heating,"frontdoor locked, video cameras, steel door",,Data from realestate book,,Notify about incorrect advertisement,,,
"Apartment for sale, 4 rooms, Magasini 3c, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/2022-aasta-suveks-valmib-kesklinna-rahulikus-asuko-3383163.html,"59.4266481,24.7534717",4,75.8 m²,2/4,2022,all brand-new,apartment ownership,,B,"balcony , public transport, separate rooms, new electricity, closed courtyard, gas, parquet, ventilation, lift, garage, urban water, electricity, fenced with garden, roof tar paper roof",open kitchen,"new sewerage, bath","heated floors, gas heating","steel door, frontdoor locked",,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Kuuse 2, Haapsalu linn, Haapsalu, Läänemaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muuki-tuli-haapsalu-kesklinnas-kuuse-tanaval-kahet-3378917.html,"58.9373462,23.5430366",2,41.1 m²,2/4,1966,Good condition,apartment ownership,18301:014:0990,Missing,"new electricity, furnishing possibility, furniture, packet windows, parquet","ceramic shove, open kitchen, kitchen furniture",shower,central heating,"steel door, frontdoor locked","neighbours next to neighbours, surrounding buildings private houses and apartment buildings, location in the center location, roads in good condition roads",,,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Toom-Kuninga tn 23, Kesklinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house",https://www.kv.ee/muua-2toaline-korter-uusmaailmas-toomkuninga-tn-23-3383113.html,"59.426326,24.736107",2,48 m²,1/2,1940,Good condition,apartment ownership,78401:109:0230,-,"parking not free parking, organisation through the few floors, basement, separate rooms, furnishing possibility, packet windows, parquet","electric stove, kitchen 4 m², open kitchen, refridgerator, kitchen furniture","new sewerage, shower, washing machine",gas heating,"Internet, phone, cable TV, steel door, neighbourhood watch, frontdoor locked","surrounding buildings apartment buildings, location in the center location, roads in good condition roads, neighbours around neighbours",,,,,,
"Apartment for sale, 3 rooms, Veskitammi tn 15, Laagri, Saue vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/korter-broneeritud-kortermuua-valguskullane-maitse-3383105.html,"59.3516119,24.6203999",3,53.1 m²,3/4,1970,all brand-new,apartment ownership,72703:001:0071,,"parking free parking, wall cupboard, separate rooms, furnishing possibility, furniture, packet windows, parquet","electric stove, open kitchen, refridgerator, kitchen furniture","bath, shower","heated floors, central heating","Internet, phone, cable TV, neighbourhood watch, frontdoor locked, steel door","roads in good condition roads, surrounding buildings private houses and apartment buildings, location in the center location, neighbours around neighbours",Data from realestate book,4588450,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Hariduse 12, Viljandi, Viljandimaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/avar-ja-stiilne-uus-2toaline-perekorter-viljandi-k-3383069.html,"58.3598694,25.5908106",2,54.2 m²,2/3,2022,all brand-new,apartment ownership,89714:002:1070,Missing,"urban water, electricity, new electricity, box-room, parquet, ventilation, public transport, near forest, roof tin roof",open kitchen,"new sewerage, shower",central heating,"Internet, frontdoor locked",water body lake near,,,,,,
"Apartment for sale, 2 rooms, Kloostrimetsa tee 56a/2, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/eksklusiivne-korter-teletorni-korval-kuni-01-novem-3383067.html,"59.4723493,24.884621",2,51.4 m²,3/3,2022,all brand-new,apartment ownership,,B,"balcony 8.2 m², lift, parquet",,shower,"heated floors, gas heating","frontdoor locked, neighbourhood watch, steel door",,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Kloostrimetsa tee 56a/2, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/eksklusiivne-korter-teletorni-korval-kuni-01-novem-3383066.html,"59.4723493,24.884621",2,64.3 m²,3/3,2022,all brand-new,apartment ownership,,B,"balcony 8.2 m², box-room, parquet, lift",,"sauna, shower, bath","heated floors, gas heating","steel door, frontdoor locked, neighbourhood watch",,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Heli tn 7/1, Mustamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/maakleritel-mitte-tulitada-muua-2020a-yit-ehituse-3382185.html,"59.3932035,24.6517612",2,46 m²,,2020,all brand-new,apartment ownership,,B,"balcony 4.7 m², parking free parking, roof apartment, TV-set, separate rooms, furniture, packet windows, parquet, lift, garage, underground garage, box-room, wall cupboard, new electricity, closed courtyard","ceramic shove, open kitchen, refridgerator, kitchen furniture","shower, new sewerage, bath, washing machine",central heating,"Internet, cable TV, steel door, frontdoor locked, video cameras, neighbourhood watch","in the city location, roads in good condition roads, neighbours at one side neighbours, surrounding buildings apartment buildings",,,,65 € /  110 €,8,
"Apartment for sale, 2 rooms, Valve tn 20, Tapa linn, Tapa vald, Lääne-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/kortermuua-tapa-kesklinna-lahedal-hubane-ja-valgus-3383065.html,"59.2662821,25.9606539",2,35.9 m²,5/5,1984,Good condition,apartment ownership,79101:004:0240,E,"parking free parking, furniture, packet windows, separate rooms","electric stove, kitchen furniture","bath, water boiler, new sewerage, toilet room and bathroom separate",central heating,"steel door, frontdoor locked",roads in good condition roads,,,Notify about incorrect advertisement,,,
"Apartment for sale, 2 rooms, Kloostrimetsa tee 56a/2, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/eksklusiivne-korter-teletorni-korval-kuni-01-novem-3383062.html,"59.4723493,24.884621",2,64.8 m²,3/3,2022,all brand-new,apartment ownership,,B,"balcony 9.2 m², lift, box-room, parquet",,"sauna, shower","heated floors, gas heating","neighbourhood watch, steel door, frontdoor locked",,Data from realestate book,,,,,
"Apartment for sale, 2 rooms, Kloostrimetsa tee 56a/2, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/eksklusiivne-korter-teletorni-korval-kuni-01-novem-3383061.html,"59.4723493,24.884621",2,65.3 m²,3/3,2022,all brand-new,apartment ownership,,B,"balcony 9.2 m², box-room, parquet, lift",,"sauna, shower, bath","heated floors, gas heating","steel door, frontdoor locked, neighbourhood watch",,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Kloostrimetsa tee 56a/2, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/eksklusiivne-korter-teletorni-korval-kuni-01-novem-3383057.html,"59.4723493,24.884621",3,75.7 m²,3/3,2022,all brand-new,apartment ownership,,B,"balcony 13.3 m², lift, parquet",open kitchen,"toilet room and bathroom separate, shower, sauna","gas heating, heated floors","frontdoor locked, neighbourhood watch, steel door",,Data from realestate book,,,,,
"Apartment for sale, 3 rooms, kase 2, Järva-Jaani, Järva vald, Järvamaa - Real estate portal KV.EE ",Panel house,https://www.kv.ee/muua-3toaline-keskkuttega-korter-jarvajaani-alevik-3383043.html,"59.009122,25.5954611",3,87 m²,3/3,1990,needs renovating,,,-,,,,central heating,frontdoor locked,"water body lake near, surrounding buildings apartment buildings, location in the center location, roads in good condition roads",Data from realestate book,,Notify about incorrect advertisement,,,
"Apartment for sale, 1 rooms, Lai tn 29, Rakvere, Lääne-Virumaa - Real estate portal KV.EE ",Private ownership,https://www.kv.ee/muua-ilus-renoveeritud-korter-rakvere-kesklinnas-t-3383021.html,"59.3454029,26.3624551",1,26.9 m²,4/4,1964,renovated,private property,,B,"new electricity, roof apartment, basement, separate rooms, furnishing possibility, furniture, packet windows, parquet, garret, wall cupboard, closed courtyard","gas stove, refridgerator, kitchen furniture","shower, new sewerage, bath, washing machine","heated floors, central heating","Internet, steel door, neighbourhood watch","location in the center location, roads in good condition roads, neighbours next to neighbours, water body water body other 500 m, surrounding buildings private houses and apartment buildings",,,,50 € /  80 €,,
"Apartment for sale, 2 rooms, Paepargi 51, Lasnamäe, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, panel house",https://www.kv.ee/muuki-on-tulnud-avar-kahetoaline-korter-paepargi-t-3383027.html,"59.4351284,24.8093455",2,54.8 m²,2/14,2017,Good condition,apartment ownership,,B,"balcony 5.4 m², parking free parking, furniture, packet windows, parquet, lift, closed balcony, box-room, wall cupboard, new electricity, furnishing possibility","electric stove, open kitchen, refridgerator, kitchen furniture","new sewerage, shower, washing machine","heated floors, central heating","Internet, cable TV, frontdoor locked, video cameras, security system","roads in good condition roads, water body lake near",Data from realestate book,,,,,
"Apartment for sale, 3 rooms, Hullo, Vormsi vald, Läänemaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/oled-unistanud-suve-voi-pariskodust-uhel-eesti-vai-3383022.html,"58.9912705,23.2380899",3,49.1 m²,2/2,1964,Good condition,apartment ownership,90701:002:0047,Missing,"new electricity, furnishing possibility, packet windows, parquet","ceramic shove, open kitchen, refridgerator, kitchen furniture","shower, new sewerage, water boiler, washing machine","heated floors, electric heating, õhksoojuspump, fireplace",,,,,,,,
"Apartment for sale, 3 rooms, Põdra tee 8, Vägari, Põltsamaa vald, Jõgevamaa - Real estate portal KV.EE ","
                            Põltsamaa vallale kuuluv 502/2010 mõttelist osa Jõgeva maakonnas Põltsamaa vallas Vägari külas Põdra tee 8 asuvast 4047 m2 suurusest elamumaast ja eriomandi esemena 4 korteriga 2-korruselise elamu 1. korrusel paiknev 3-toaline eluruum nr 4, mille üldpind on 50,20 m2 ja mille tähistus plaanil on 4. Teised sama kinnisasja korteriomandid nr *******, *******, *******. Eriomandi ese ja sisu vastavalt 29.04.2010 eriomandi kokkuleppele ja selle osaks olevale hoonejaotusplaanile. Korteris ei ole elanikke. Avalik elektrooniline oksjon toimub oksjonikeskkonnas www.oksjonikeskus.ee. Kuna tegemist ei ole sundmüügiga, ei saa oksjoni võitja omanikuks enampakkumise akti alusel, vaid on vaja sõlmida vara omanikuga (Põltsamaa Vallavalitsusega) notariaalne müügi- ja asjaõigusleping.                        </p>",https://www.kv.ee/poltsamaa-vallale-kuuluv-5022010-mottelist-osa-jog-3383014.html,"58.7308497,26.2180544",3,50.2 m²,1/2,,needs renovating,,57302:002:0283,-,,,,,,,Data from realestate book,2797135,,,,
"Apartment for sale, 3 rooms, Kopli tn 6, Põhja-Tallinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house",https://www.kv.ee/registreeri-huvi-kliendipaevalekatirenord-ee-voi-h-3383003.html,"59.4415407,24.7361641",3,71.6 m²,3/6,2017,Good condition,apartment ownership,78408:801:0208,B,"balcony 4.4 m², box-room, wall cupboard, high ceilings, closed courtyard, furnishing possibility, packet windows, parquet, lift, parking free parking",,,,,,,,Notify about incorrect advertisement,,,
