Title,Description,Link,Location,Price,Rooms,Total area,Number of floors,Condition,Readiness,Ground area,Cadastre no.,Energy mark,Lisainfo,Neighbourhood,Bedrooms,Built in year,Ownership,Notify about incorrect advertisement,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Data from realestate book,Register number,Additional information,This floor/Number of floors,Kulud suvel/talvel
"House for sale, 4 bedrooms, Jasmiini tee 79, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 130 m², total area 149 m²",https://www.kv.ee/muua-hea-planeeringuga-avar-ning-valguskullane-5to-3343082.html,"59.4901337,24.8661025",327000,5,149 m²,2,Good condition,ready,,,Missing,"farm building, box-room, wall cupboard, TV-set, electricity, dressing room, furnishing possibility, furniture, packet windows, parquet, parking free parking, public transport, wall wooden wall, roof tiled roof","Pirita rand sea 2 km, near forest, roads in good condition roads, neighbours around neighbours, surrounding buildings private houses, in the city location",4,2008,private property,Notify about incorrect advertisement,"induktsioon pliit, kitchen 16 m², refridgerator, kitchen furniture","toilet room and bathroom separate, sauna, shower, bath, water boiler, urban water, sewerage","heated floors, geothermic heating, conditioner, fireplace","Internet, phone, cable TV, fenced with garden, neighbourhood watch, security system",Data from realestate book,347601,,,80 € /  180 €
"House for sale, 4 bedrooms, Linnumarja tn 2, Alliku, Saue vald, Harjumaa - Real estate portal KV.EE ","Stone house, total area 279.1 m²",https://www.kv.ee/see-maja-on-broneeritud-kusi-uusi-pakkumisi-samas-3375465.html,"59.3532777,24.5936531",499000,5,279.1 m²,1,all brand-new,,1500 m²,72701:001:1678,,"open kitchen, ventilation, parquet, garage","surrounding buildings private houses, roads paved roads",4,2021,,Notify about incorrect advertisement,,"sauna, shower",,"Internet, phone, cable TV",,,,,
"House for sale, 4 bedrooms, Saviranna tee 164a, Saviranna, Jõelähtme vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 158 m², total area 212 m²",https://www.kv.ee/muua-tallinna-kuljeall-kahest-uhendatud-kinnistust-3375447.html,"59.5043599,25.036142",759000,5,212 m²,2,all brand-new,ready,,,Missing,"parking free parking, 3*380V, furnishing possibility, furniture, packet windows, public transport, farm building, deep well, box-room, wall cupboard, basement, TV-set, terrace, electricity, dressing room","near forest, surrounding buildings private houses, roads in good condition roads, Soome laht sea",4,2017,private property,Notify about incorrect advertisement,,"shower, water boiler, bath, washing machine",,,Data from realestate book,10302702,,,
"House for sale, 2 bedrooms, Sulevi tn 9b, Võru, Võrumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 90.7 m², total area 148 m²",https://www.kv.ee/majakahekorruseline-maja-on-rajatud-1986-aastal-ma-3375445.html,"57.8405945,27.0120861",72000,5,148 m²,2,satisfactory,ready,,,Missing,"well, wall cupboard, electricity, box-room",roads in good condition roads,2,1986,private property,Notify about incorrect advertisement,,"sauna, sewerage, urban water",stove heating,neighbourhood watch,Data from realestate book,281741,,,
"House for sale, Linajaama tee, Mooste, Põlva vald, Põlvamaa - Real estate portal KV.EE ","Private ownership, stone house, total area 128.9 m²",https://www.kv.ee/mooste-moisakompleksi-naabruses-muua-5-toaga-elamu-3375389.html,"58.1595013,27.1969287",42000,5,128.9 m²,2,needs renovating,,3836 m²,47301:002:0204,,roof asbestos cement roof,water body lake near,,1951,private property,Notify about incorrect advertisement,stove heated with firewood,"water boiler, shower, sewerage",stove heating,,,,,,
"House for sale, 3 bedrooms, Väike-Puujala 1, Lodja, Saarde vald, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, log house",https://www.kv.ee/kauni-looduse-rupes-reiu-joe-aares-muuakse-hoonest-3375384.html,"58.144598448957,24.843693828248",82000,1,,1,ready,,6404 m²,71102:001:0042,,"well, deep well, water, electricity, roof profiled roof","location outside settlement location, water body river near, near forest",3,1985,apartment ownership,Notify about incorrect advertisement,stove heated with firewood,"toilet room and bathroom separate, water boiler, shower","heated floors, stove heating",,,,,,
"House for sale, 4 bedrooms, Savi, Tammelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Private ownership, total area 215.8 m²",https://www.kv.ee/broneeritud-muua-avara-planeeringuga-paarismaja-ta-3375372.html,"58.3576213,26.6920151",285000,5,215.8 m²,3,,,405 m²,79504:053:0007,Missing,"balcony , garage, electricity, basement, parking free parking, wall cupboard, water, parquet, roof tiled roof",,4,,private property,,"electric stove, refridgerator, kitchen furniture","sauna, shower, sewerage, urban water, washing machine","electric heating, heated floors, central heating, fireplace, fireplace","Internet, security system",,,,,
"House for sale, 3 bedrooms, Kollu tee 11, Ihaste, Tartu, Tartumaa - Real estate portal KV.EE ",Total area 190 m²,https://www.kv.ee/muua-tartu-kulje-all-hooldatud-suur-kinnistu-4813-3375323.html,"58.3736273,26.79254615",279000,5,190 m²,2,all brand-new,ready,4813 m²,,,,,3,1997,,Notify about incorrect advertisement,stove heated with firewood,,,,Data from realestate book,,,,
"House for sale, Kooli, Kesklinn, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 184.8 m²",https://www.kv.ee/parnu-kesklinna-hinnatud-piirkonnas-paikneb-vaart-3375289.html,"58.381134248882,24.518349417271",440000,5,184.8 m²,2,all brand-new,,1121 m²,,B,"kitchen, electricity, parking free parking, 3*380V",roads paved roads,,2018,private property,,kitchen furniture,"sewerage, urban water",central heating,,,,,,
"House for sale, Suurmetsa, Vesneri, Tartu vald, Tartumaa - Real estate portal KV.EE ","Private ownership, log house, total area 100 m²",https://www.kv.ee/tartu-kesklinnast-vaid-10-km-kaugusel-olev-kinnist-3375285.html,"58.4324691,26.8606766",139900,4,100 m²,,ready,,3822 m²,,Missing,"balcony , open kitchen, separate entryway, public transport, water, parquet, electricity, farm building",,,1937,private property,,,local water,,,Data from realestate book,,,,
"House for sale, Naka, Saunja, Lääne-Nigula vald, Läänemaa - Real estate portal KV.EE ","Private ownership, panel house, total area 450 m²",https://www.kv.ee/laanemaa-laanenigula-vald-saunja-naka-2-korrust-ki-3375269.html,"58.9702066,23.6562553",63000,,450 m²,2,,roofed box,3794 m²,55201:001:0965,Missing,,"surrounding buildings private houses, roads in good condition roads",,,private property,,,,,,Data from realestate book,,,,
"House for sale, Marko, Kõima, Lääneranna vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, house area 70 m², total area 120 m²",https://www.kv.ee/privaatsem-asukoht-ainult-1-naaber-liigub-mooda-pa-3375219.html,"58.6162192903539,24.165325631501",15000,3,120 m²,,needs renovating,,5100 m²,33404:001:0112,,electricity,,,,private property,Notify about incorrect advertisement,,local water,,,,3364006,,1/1,
"Farmhouse for sale, Kapa-Uuetoa, Saunja, Lääne-Nigula vald, Läänemaa - Real estate portal KV.EE ","Private ownership, log house, total area 120 m²",https://www.kv.ee/klient-kes-sa-oskad-hinnata-looduse-volu-ning-taha-3375218.html,"58.9674052,23.679973",79000,,120 m²,1,needs renovating,,8542 m²,55201:001:0211,Missing,"electricity, farm building, deep well, garage","roads in good condition roads, surrounding buildings private houses, near forest",,,private property,,,,,,Data from realestate book,,,,
"Cottage for sale, Kellu 16, Illi, Nõo vald, Tartumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 27.4 m²",https://www.kv.ee/muugile-on-tulnud-elamumaa-kinnistu-pindalaga-951-3375172.html,"58.182782886816,26.446940303847",22000,,27.4 m²,2,needs renovating,,951 m²,52801:012:0258,Missing,"kitchen, open kitchen, electricity, separate rooms, separate entryway, new electricity, garret, public transport, farm building, furniture, dressing room, TV-set, furnishing possibility, roof asbestos cement roof",near forest,,1989,private property,,"stove heated with firewood, refridgerator",,"electric heating, heated floors, stove heating, fireplace",,,,,,
"House for sale, Kiriku tee 19, Maarja-Magdaleena, Tartu vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house",https://www.kv.ee/muua-kivimaja-koos-korvalhoonetega-saun-endine-lau-3342681.html,"58.6094704,26.7446884",69000,3,,2,needs renovating,ready,5294 m²,77302:001:1540,,"3*380V, garage, public transport, well, TV-set, electricity, wall cinder block wall, roof asbestos cement roof","near forest, surrounding buildings private houses, location in the center location, roads in good condition roads, neighbours at one side neighbours",,1979,private property,Notify about incorrect advertisement,stove heated with firewood,,stove heating,"Internet, phone, cable TV",Data from realestate book,,,,
"House for sale, 3 bedrooms, Iirise tn 10, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 97.9 m²",https://www.kv.ee/muua-eksklusiivses-rohelusest-umbritsetud-ihaste-k-3375129.html,"58.356255,26.766489",179000,4,97.9 m²,2,all brand-new,,,79301:001:0984,,"open kitchen, street entrance, terrace, dressing room, separate rooms, packet windows, parquet, parking free parking, public transport, box-room, organisation through the few floors, separate entryway, closed courtyard",,3,2022,apartment ownership,Notify about incorrect advertisement,,"toilet room and bathroom separate, sauna, shower, sewerage, urban water","heated floors, geothermic heating","Internet, phone, cable TV, steel door, fenced with garden",,,,,
"House for sale, Oja tn 9, Puka, Otepää vald, Valgamaa - Real estate portal KV.EE ",Total area 81 m²,https://www.kv.ee/muua-suure-imelise-ounaaiaga-maakodu-majas-on-kolm-3375068.html,"58.0559978,26.2421575",45000,3,81 m²,1,needs renovating,,3886 m²,60803:001:1070,Missing,"farm building, well",,,,,,stove heated with firewood,,stove heating,,,751240,,,
"House for sale, 1 bedrooms, Pälo, Hino, Rõuge vald, Võrumaa - Real estate portal KV.EE ","Private ownership, log house, total area 60.8 m²",https://www.kv.ee/ajalooline-maamaja-looduskaunis-kohas-vorumaal-hin-3375021.html,"57.5799969,27.2180625",149900,2,60.8 m²,1,needs renovating,,14853 m²,,,"furniture, box-room, well, 3*380V, farm building, electricity","near forest, water body lake near",1,1928,private property,Notify about incorrect advertisement,stove heated with firewood,"sauna, local water",stove heating,neighbourhood watch,Data from realestate book,,,,
"House for sale, Roo 2c, Viljandi, Viljandimaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 78.5 m²",https://www.kv.ee/muua-viljandi-jarve-vaatega-kauni-asukohaga-kinnis-3375004.html,"58.362325916929,25.610918520489",109000,4,78.5 m²,,needs renovating,,799 m²,89712:002:0170,,"parking free parking, electricity",,,1975,private property,Notify about incorrect advertisement,,,stove heating,,,,,1/2,
"House for sale, 2 bedrooms, Vetla, Anija vald, Harjumaa - Real estate portal KV.EE ","Private ownership, log house, total area 86.9 m²",https://www.kv.ee/tuled-tallinnast-soidad-mooda-kiirteed-mootor-nurr-3374989.html,"59.2243089,25.474867",149900,3,86.9 m²,2,needs renovating,,46000 m²,,,"electricity, 3*380V, closed courtyard, well, high ceilings, garret, farm building, frontdoor locked, roof asbestos cement roof",near forest,2,1936,private property,Notify about incorrect advertisement,stove heated with firewood,"bath, shower, sauna",stove heating,fenced with garden,Data from realestate book,,,,
"Farmhouse for sale, Reti, Tõrva vald, Valgamaa - Real estate portal KV.EE ","Wooden house, house area 139.4 m², total area 169 m²",https://www.kv.ee/kui-otsid-endale-torva-lahistele-suvemaja-voi-soov-3374983.html,"58.1231949,25.8867881",30000,3,169 m²,1,needs renovating,,19000 m²,61301:001:1590,,"well, electricity, farm building","roads in good condition roads, near forest, location outside settlement location, water body: tiik",,1908,,Notify about incorrect advertisement,,,"stove heating, fireplace",,,2018340,,,
"House for sale, 3 bedrooms, Merihobu tee 3, Rannamõisa, Harku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 307 m²",https://www.kv.ee/linna-lahedal-privaatne-ja-turvaline-asukoht-head-3374961.html,"59.4332796,24.4969091",690000,7,307 m²,2,Good condition,ready,,,B,"balcony 9 m², furniture, packet windows, parquet, garage, parking free parking, public transport, farm building, box-room, TV-set, terrace, electricity, dressing room, 3*380V, furnishing possibility, other wall, roof tiled roof",,3,2007,private property,Notify about incorrect advertisement,"electric stove, kitchen 10 m², refridgerator, kitchen furniture","toilet room and bathroom separate, shower, bath, sauna, pool, washing machine, urban water, sewerage","geothermic heating, fireplace","Internet, phone, cable TV, neighbourhood watch, security system, fenced with garden",Data from realestate book,6995002,,,200 € /  350 €
"House for sale, 4 bedrooms, Ääre 6, Kohila, Kohila vald, Raplamaa - Real estate portal KV.EE ","Private ownership, stone house, total area 219 m²",https://www.kv.ee/majahiljuti-kaasaegselt-renoveeritud-6toaline-maja-3374964.html,"59.1734773,24.738827",265000,6,219 m²,2,renovated,,1196 m²,,,"new sewerage, kitchen, furnishing possibility, furniture, parquet, dressing room, wall cupboard, separate rooms, new electricity, closed courtyard, public transport, farm building, garage, electricity, 3*380V, TV-set, roof tin roof",near forest,4,1995,private property,Notify about incorrect advertisement,"ceramic shove, refridgerator","bath, shower, sauna, toilet room and bathroom separate, washing machine, urban water","õhksoojuspump, fireplace","Internet, phone, cable TV, steel door, neighbourhood watch, fenced with garden",,,,,
