,Title,Description,Link,Location,Price,Rooms,Total area,Number of floors,Condition,Readiness,Ground area,Cadastre no.,Energy mark,Lisainfo,Neighbourhood,Bedrooms,Built in year,Ownership,Notify about incorrect advertisement,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Data from realestate book,Register number,Additional information,This floor/Number of floors,Kulud suvel/talvel,population
972,"House for sale, 4 bedrooms, Tirtsu tn 2, Kurena, Tori vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, total area 232.1 m²",https://www.kv.ee/uldpind-232-1-m2-kinnistu-1764-m2-6-tuba-kaks-kor-3334447.html,"58.4947811,24.5419537",35000.0,6.0,232.1 m²,2.0,,box with doors and windows,1764 m²,14901:001:0337,,electricity,,4.0,,private property,Notify about incorrect advertisement,,,,,,,,,,19.0
973,"House for sale, 3 bedrooms, Sambla tn 36, Kilingi-Nõmme linn, Saarde vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 103.7 m², total area 103.7 m²",https://www.kv.ee/majamuua-remontivajav-elamu-kilingi-nommes-ilus-va-3372560.html,"58.151084,24.9613398",44900.0,4.0,103.7 m²,2.0,needs renovating,ready,,,-,"farm building, well, box-room, electricity, furnishing possibility, garage, deep well","near forest, surrounding buildings private houses, location in the center location, roads in good condition roads, neighbours around neighbours",3.0,1962.0,private property,Notify about incorrect advertisement,"stove heated with firewood, refridgerator","sauna, local water, urban water, sewerage",stove heating,,Data from realestate book,588206.0,,,,1159.0
974,"House for sale, 6 bedrooms, Kuninga tn 1, Vanalinn, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 726.3 m²",https://www.kv.ee/muua-suureparase-asukohaga-terve-hoovipoolne-korte-3380588.html,"59.4362945,24.7457178",2750000.0,9.0,726.3 m²,3.0,renovated,ready,,,,"balcony 30 m², parking free parking, public transport, box-room, terrace, electricity, dressing room, packet windows, parquet, garage","roads in good condition roads, location in the center location, neighbours around neighbours, Tallinna laht sea , surrounding buildings apartment buildings",6.0,1451.0,apartment ownership,Notify about incorrect advertisement,"ceramic shove, refridgerator, kitchen furniture","bath, sauna, shower, urban water, sewerage","central heating, fireplace","neighbourhood watch, fenced with garden, video cameras, steel door",Data from realestate book,,,,,26147.0
975,"House for sale, 4 bedrooms, 1. Jõe tn 44, Narva, Ida-Virumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 548.4 m²",https://www.kv.ee/idavirumaa-narva-1-joe-tn-44-6-tuba-2-korrust-kinn-3380581.html,"59.3923179,28.1962864",290000.0,6.0,548.4 m²,2.0,satisfactory,,3778 m²,,,"packet windows, garage, public transport, well, basement, terrace, electricity","roads in good condition roads, water body river near",4.0,1991.0,private property,Notify about incorrect advertisement,"gas stove, kitchen furniture","sauna, toilet room and bathroom separate, bath, urban water, sewerage","combined heating, fireplace",Internet,,,,,,68.0
976,"House for sale, 3 bedrooms, Heki tee 21, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 155.8 m²",https://www.kv.ee/muua-2022-a-hiliskevadel-valmiv-4toaline-eramaja-k-3380579.html,"58.3248856,26.8017266",206800.0,4.0,155.8 m²,1.0,all brand-new,ready,,,A,"terrace, electricity, parquet, garage, parking free parking","roads in good condition roads, Kurepalu lake 1,000 m",3.0,2022.0,private property,Notify about incorrect advertisement,,"sauna, shower, urban water, sewerage",geothermic heating,,Data from realestate book,,,,,23.0
977,"House for sale, 3 bedrooms, Heki tee 19, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 155.8 m²",https://www.kv.ee/muua-2022-a-hiliskevadel-valmiv-4toaline-eramaja-k-3380379.html,"58.3248856,26.8017266",206800.0,4.0,155.8 m²,1.0,all brand-new,ready,,,A,"terrace, electricity, parquet, garage, parking free parking","roads in good condition roads, Kurepalu lake 1,000 m",3.0,2022.0,private property,Notify about incorrect advertisement,,"sauna, shower, urban water, sewerage",geothermic heating,,Data from realestate book,,,,,23.0
978,"House for sale, Kaarepere, Jõgeva vald, Jõgevamaa - Real estate portal KV.EE ",Total area 160 m²,https://www.kv.ee/jogevamaa-jogeva-vald-kaarepere-6-tuba-2-korrust-v-3380573.html,"58.657711,26.5158561",50000.0,6.0,160 m²,2.0,needs renovating,ready,3992 m²,57801:001:0086,,"public transport, farm building, well, basement, electricity",,,1930.0,,Notify about incorrect advertisement,,"sauna, urban water, sewerage, local water",,,,,,,,20.0
979,"Farmhouse for sale, Tiigi, Antsu, Antsla vald, Võrumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 268.3 m²",https://www.kv.ee/sa-armastad-loodust-loomi-ja-linde-elu-mis-kulgeb-3258239.html,"85.0511287798066,180",350000.0,5.0,268.3 m²,2.0,needs renovating,ready,679037 m²,,,"box-room, electricity, 3*380V, packet windows, furnishing possibility, farm building, deep well","neighbours farther neighbours, near forest, location outside settlement location, roads in good condition roads, water body Kanarikumäe near",,1975.0,private property,Notify about incorrect advertisement,stove heated with firewood,"shower, water boiler, local water, sewerage","central heating, heated floors",,Data from realestate book,,,,,0.0
980,"House for sale, 3 bedrooms, Uustalu tee 13, Kulli, Raasiku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 116 m², total area 137 m²",https://www.kv.ee/lisainfo-avatud-kook-parkimine-tasuta-sissepaas-ta-3317284.html,"59.3870167,25.0160908",257000.0,4.0,137 m²,,all brand-new,,2869 m²,,,"public transport, dressing room, packet windows, parquet, parking free parking, deep well, box-room, TV-set, terrace, electricity, wall brick wall, roof tin roof",near forest,3.0,2022.0,private property,Notify about incorrect advertisement,"electric stove, kitchen 9.1 m², refridgerator","bath, water boiler, toilet room and bathroom separate, sauna, shower, local water","heated floors, õhksoojuspump, fireplace",fenced with garden,Data from realestate book,,,1/1,,8.0
981,"House for sale, 2 bedrooms, J. Hurda tn 36, Otepää linn, Otepää vald, Valgamaa - Real estate portal KV.EE ","Private ownership, log house, total area 69.2 m²",https://www.kv.ee/hea-pakkumine-et-rajada-endale-suureparase-asukoga-3380523.html,"58.0631237,26.4896848",60000.0,3.0,69.2 m²,1.0,needs renovating,,1565 m²,,,"well, water, electricity, parking free parking, public transport, farm building, wall wooden wall, roof asbestos cement roof",,2.0,1948.0,private property,Notify about incorrect advertisement,stove heated with firewood,local water,stove heating,neighbourhood watch,Data from realestate book,,,,,519.0
982,"House for sale, Sarapuu 14, Annelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Wooden house, house area 100.3 m², total area 111 m²",https://www.kv.ee/tartumaa-tartu-tartu-linn-annelinn-sarapuu-14-5-tu-3372893.html,"58.377891,26.7588551",135000.0,5.0,111 m²,2.0,Good condition,ready,309 m²,79516:016:0006,,"parking free parking, basement, electricity, 3*380V, packet windows, parquet, garage, public transport, farm building, box-room","neighbours next to neighbours, in the city location, surrounding buildings private houses and apartment buildings, roads in good condition roads",,1977.0,,Notify about incorrect advertisement,"ceramic shove, kitchen furniture","sauna, toilet room and bathroom separate, shower, bath, urban water","stove heating, solid fuel","neighbourhood watch, steel door, fenced with garden",,,,,,4826.0
983,"House for sale, 2 bedrooms, Kiviloo, Raasiku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 124.9 m², total area 155.7 m²",https://www.kv.ee/joelahtme-vallas-hooldatud-kiviloo-moisa-naaberkin-3340921.html,"59.2846479192269,25.2510125161183",139000.0,5.0,155.7 m²,1.0,Good condition,ready,,,Missing,,"water body river near, roads in good condition roads, neighbours at one side neighbours",2.0,1858.0,private property,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","toilet room and bathroom separate, sauna, bath, water boiler, shower, sewerage, washing machine","õhksoojuspump, electric heating, stove heating, fireplace","Internet, cable TV, fenced with garden",Data from realestate book,8692902.0,"furniture, packet windows, parquet, garage, farm building, deep well, box-room, terrace, electricity, dressing room, 3*380V, wall brick wall, roof profiled roof",,,10.0
984,"House for sale, 3 bedrooms, Kaare tn 21, Kopli, Rae vald, Harjumaa - Real estate portal KV.EE ","Wooden house, house area 140 m², total area 140 m²",https://www.kv.ee/muua-4-toa-garaazi-ja-kenasti-hooldatud-aiaga-elum-3342345.html,"59.4033269,24.9492767",289000.0,4.0,140 m²,2.0,Good condition,ready,1132 m²,,-,"parking free parking, packet windows, parquet, garage, public transport, farm building, box-room, wall cupboard, terrace, electricity, furnishing possibility, furniture, roof profiled roof","Pirita jõgi river 300 m, surrounding buildings private houses, location in the center location, roads in good condition roads, neighbours next to neighbours",3.0,2006.0,,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","toilet room and bathroom separate, sauna, bath, shower, urban water, sewerage","heated floors, geothermic heating, fireplace","Internet, cable TV, security system, video cameras, fenced with garden",Data from realestate book,,,,,524.0
985,"House for sale, Salu, Tartu vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 126 m²",https://www.kv.ee/kui-sa-otsid-endale-suuremat-kinnistut-kuhu-rajada-3380369.html,"58.5398889447806,26.7181326359375",225000.0,4.0,126 m²,1.0,needs renovating,,307000 m²,,Missing,"well, electricity",,,,private property,,,local water,stove heating,,Data from realestate book,,,,,4.0
986,"House for sale, Karja 15, Viljandi, Viljandimaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 122 m²",https://www.kv.ee/hinnatud-jarveaarses-piirkonnas-muua-klassikalises-3380356.html,"58.363594196053,25.622200488809",249900.0,4.0,122 m²,,ready,,,,Missing,"new sewerage, balcony , balcony , kitchen, open kitchen, parking free parking, TV-set, electricity, terrace, 3*380V",roads paved roads,,1961.0,private property,,"electric stove, kitchen furniture",,"central heating, conditioner, fireplace",fenced with garden,Data from realestate book,,,1/2,,1757.0
987,"Cottage for sale, 1 bedrooms, Toomeli, Eisma, Haljala vald, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 41.8 m²",https://www.kv.ee/muua-remonditud-armas-ja-hubane-suvemajake-eisma-k-3380328.html,"59.5695983,26.2966716",95800.0,2.0,41.8 m²,1.0,ready,,1647 m²,,,"new sewerage, kitchen, open kitchen, farm building, new electricity, deep well, TV-set, furniture, parquet, roof tin roof",near forest,1.0,1990.0,private property,Notify about incorrect advertisement,"electric stove, refridgerator","shower, water boiler",stove heating,"security system, fenced with garden",Data from realestate book,,,,,7.0
988,"House for sale, 3 bedrooms, Roosi, Vasalemma, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 67.8 m²",https://www.kv.ee/eelregistreerimisega-tutvumispaev-8-detsember-kell-3380323.html,"59.2407645,24.2943212",179900.0,4.0,67.8 m²,2.0,renovated,,940 m²,,,"open kitchen, separate rooms, public transport, TV-set, street entrance, deep well, wall cupboard, separate entryway, closed courtyard, furnishing possibility, furniture, dressing room, farm building, parquet, 3*380V, garage, roof tin roof",near forest,3.0,1972.0,private property,,"electric stove, refridgerator, kitchen furniture","toilet room and bathroom separate, bath, sauna, shower, washing machine, local water","stove heating, õhksoojuspump","Internet, phone, cable TV, steel door, fenced with garden",,,,,,251.0
989,"House for sale, Kadaka tn 10, Kuressaare linn, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Wooden house, total area 45 m²",https://www.kv.ee/muua-kuressaares-vaga-vaiksel-kadaka-tanaval-renov-3379997.html,"58.2620754,22.4935869",65000.0,3.0,45 m²,1.0,needs renovating,ready,1633 m²,34901:003:0198,,"farm building, electricity, wall wooden wall",in the city location,,1965.0,,Notify about incorrect advertisement,stove heated with firewood,,stove heating,,Data from realestate book,,,,,4166.0
990,"House for sale, 7 bedrooms, Peetri tn 7, Raadi-Kruusamäe, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Log house, house area 252 m², total area 277.6 m²",https://www.kv.ee/muua-arendusprojekt-tartus-raadi-linnaosasehituste-3372522.html,"58.3940051,26.719746",225000.0,12.0,277.6 m²,2.0,needs renovating,box with doors and windows,700 m²,79301:001:0073,,electricity,"neighbours around neighbours, roads in satisfactory condition roads, surrounding buildings private houses",7.0,,,Notify about incorrect advertisement,,"sewerage, urban water",,,Data from realestate book,,,,,2924.0
991,"House for sale, Mäe tee 29, Melliste, Kastre vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 67 m², total area 72 m²",https://www.kv.ee/kaunis-piirkonnas-perspektiivikas-kinnistu-tartu-l-3356390.html,"58.3269079,26.9676181",69000.0,3.0,72 m²,2.0,all brand-new,box with doors and windows,3649 m²,,Missing,"public transport, packet windows, other wall, roof profiled roof","Melliste järv lake 200 m, near forest, surrounding buildings private houses, location in the center location, roads in good condition roads, neighbours next to neighbours",,2010.0,private property,Notify about incorrect advertisement,"stove heated with firewood, kitchen 5.9 m²","toilet room and bathroom separate, urban water, sewerage",stove heating,,Data from realestate book,,,,,28.0
992,"Cottage for sale, 3 bedrooms,  26, Kaasiku, Saue vald, Harjumaa - Real estate portal KV.EE ","Stone house, total area 97.6 m²",https://www.kv.ee/uued-omanikud-leiavad-maalilise-asukohaga-kauni-ja-3380273.html,"59.6204751,24.9966726",89000.0,5.0,97.6 m²,,renovated,,715 m²,29703:046:0029,,"balcony , parking free parking, furniture",,3.0,,,Notify about incorrect advertisement,,"shower, water boiler, sauna","stove heating, õhksoojuspump, fireplace",,Data from realestate book,,,,,11.0
993,"House for sale, Mesika, Tammiste, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Private ownership, total area 300 m²",https://www.kv.ee/rahuliku-korvaltanava-lopus-privaatselt-paiknevad-3380263.html,"58.366897,24.570609",540000.0,8.0,300 m²,,,,4020 m²,,,"high ceilings, closed courtyard, water, furnishing possibility, furniture, electricity, dressing room, parquet, 3*380V, garage","location in suburb location, near forest, water body river near, surrounding buildings private houses",,,private property,Notify about incorrect advertisement,"refridgerator, kitchen furniture","sauna, shower, bath, washing machine, sewerage, urban water","õhksoojuspump, heated floors, geothermic heating, fireplace","Internet, security system",Data from realestate book,,,,,133.0
