Title,Description,Link,Location,Price,Rooms,Bedrooms,Total area,Number of floors,Built in year,Condition,Ownership,Ground area,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Sanitary arrangements,Heating and ventilation,Communications and security,Kitchen,Cadastre no.,Energy mark,Readiness,Register number,Neighbourhood,This floor/Number of floors,Kulud suvel/talvel,Additional information
"Row house box for sale, 4 bedrooms, Lõvisaba tee 8, Papsaare, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 124 m²",https://www.kv.ee/lovisaba-tee-kaksikelamud-asuvad-parnu-kesklinnast-3378984.html,"58.410487,24.3846736",182500,5,4,124 m²,,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, wall cupboard, terrace, electricity, dressing room, packet windows, parquet, public transport, box-room","shower, bath, urban water, sewerage","heated floors, õhksoojuspump","Internet, phone, cable TV",,,B,ready,3139606,"near forest, roads in good condition roads, neighbours around neighbours, Audru river 1.4 km, surrounding buildings private houses, location in suburb location",1/2,,
"Maisonette for sale, 3 bedrooms, Jõeküla tee 18/1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 107.4 m²",https://www.kv.ee/arenduse-koduleht-joekula-eekakumae-sudamesse-rahu-3380891.html,"59.4412499,24.5866672",297000,4,3,107.4 m²,,2022,all brand-new,apartment ownership,,,,"box-room, organisation through the few floors, electricity, ventilation, parquet, frontdoor locked",urban water,geothermic heating,"Internet, cable TV, steel door",,,A,,,water body sea near,1/2,,
"Maisonette for sale, 3 bedrooms, Pärnu mnt 288, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 100 m²",https://www.kv.ee/kliendipaev-puhapaeval-05-12-kell-11-00-12-00klien-3325089.html,"59.3891136,24.7065782",120000,6,3,100 m²,2,1924,needs renovating,joint ownership,870 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, public transport, farm building, box-room, packet windows","water boiler, urban water, sewerage","electric heating, stove heating","steel door, fenced with garden","electric stove, refridgerator, kitchen furniture",,-,,,"roads in good condition roads, near forest, surrounding buildings private houses, location in the center location, neighbours around neighbours",,,
"Row house box for sale, 3 bedrooms, Juure tee 5, Tiskre, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 99.2 m²",https://www.kv.ee/harku-vallas-tiskre-kulas-on-ehitamisel-uued-aener-3356766.html,"59.4246858,24.5829683",244000,4,3,99.2 m²,2,2022,all brand-new,apartment ownership,36.8 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, box-room, roof tar paper roof",,geothermic heating,,electric stove,,,,,water body lake near,,,
"Maisonette for sale, 3 bedrooms, Toomkivi 8, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381574.html,"59.3097965,24.8367254",297500,5,3,120 m²,,2022,all brand-new,apartment ownership,3220 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,
"Maisonette for sale, 3 bedrooms, Paevälja 3, Lubja, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 128.9 m²",https://www.kv.ee/viimsi-panoraam-on-arendusprojekt-mis-koosneb-kahe-3386648.html,"59.5103488,24.8409759",340000,4,3,128.9 m²,2,2021,all brand-new,apartment ownership,139 m²,,Notify about incorrect advertisement,"closed courtyard, public transport, 3*380V, box-room, roof tar paper roof","shower, bath, urban water",õhksoojuspump,"phone, steel door, fenced with garden",,,,,,,,,
"Row house box for sale, Paruni 9, Ülenurme, Kambja vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 94.7 m²",https://www.kv.ee/paruni-9-ridaelamu-asub-uues-arenenud-elamupiirkon-3380217.html,"58.3095907,26.7252204",165000,3,,94.7 m²,2,2017,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"balcony 6.6 m², electricity, dressing room, furnishing possibility, furniture, packet windows, parquet, parking free parking, public transport, box-room, wall cupboard, terrace","toilet room and bathroom separate, shower, sauna, urban water, sewerage","heated floors, geothermic heating","Internet, cable TV, steel door, security system, neighbourhood watch","induktsioon pliit, refridgerator, kitchen furniture",94901:007:1379,,ready,,"surrounding buildings private houses and apartment buildings, location in suburb location, roads in good condition roads",,,
"Row house box for sale, 3 bedrooms, Kesk-Vaela 27, Vaela, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 91.9 m², total area 103.9 m²",https://www.kv.ee/arenduseleht-httpskiili-wingmacht-eemaja-luhikirje-3384159.html,"59.3268498,24.7988004",250000,4,3,103.9 m²,1,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parquet, dressing room, packet windows","shower, sauna, urban water, sewerage",,,,30501:001:0262,,,,,,,
"Maisonette for sale, 3 bedrooms, Võru 46, Kesklinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 122.6 m²",https://www.kv.ee/muua-2021-a-suvel-valmiv-4toaline-ridaelamuboks-ka-3334725.html,"58.3709809,26.7223744",242800,4,3,122.6 m²,2,2021,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"terrace, electricity, packet windows, parquet, parking free parking","bath, sauna, shower, urban water, sewerage","õhksoojuspump, heated floors","Internet, phone, cable TV, fenced with garden",,,A,ready,,"location in the center location, roads in good condition roads, neighbours around neighbours",,,
"Row house box for sale, 3 bedrooms, Metsapargi 6, Alliku, Saue vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 114.3 m², total area 115.1 m²",https://www.kv.ee/muua-kvaliteetne-5toaline-ridaelamu-hinnatud-allik-3393594.html,"59.3557437,24.5991947",350000,5,3,115.1 m²,2,2019,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, box-room, terrace, electricity, furnishing possibility, furniture, packet windows, parquet","bath, shower, water boiler, sauna, toilet room and bathroom separate, urban water, sewerage, washing machine","heated floors, gas heating, fireplace","Internet, phone, cable TV, security system, steel door","induktsioon pliit, refridgerator, kitchen furniture",,-,ready,,,,150 € /  220 €,
"Maisonette for sale, 2 bedrooms, Pärnade pst 6, Paikuse, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 88.9 m²",https://www.kv.ee/muua-4toaline-korter-parnu-kulje-all-looduskaunis-3262304.html,"58.3734718,24.6195208",85400,4,2,88.9 m²,,,ready,apartment ownership,,,,"kitchen, open kitchen, closed courtyard, box-room, public transport, farm building, frontdoor locked","water boiler, shower, bath, urban water","stove heating, solid fuel, õhksoojuspump",fenced with garden,ceramic shove,56801:001:0290,Missing,,,near forest,2/2,,
"Row house box for sale, 3 bedrooms, Juure tee 3/2, Tiskre, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 102.9 m²",https://www.kv.ee/harku-vallas-tiskre-kulas-on-ehitamisel-uued-aener-3356838.html,"59.424509,24.5823487",270000,4,3,102.9 m²,2,2022,all brand-new,apartment ownership,150.8 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, box-room, roof tar paper roof",,geothermic heating,,electric stove,,,,,water body lake near,,,
"Maisonette for sale, 3 bedrooms, Laane tee 1, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 155 m²",https://www.kv.ee/muua-2022-aasta-suve-alguses-valmiv-paarismaja-bok-3380267.html,"58.3271689,26.7950112",194000,4,3,155 m²,2,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 8.5 m², box-room, terrace, electricity, packet windows, parquet, parking free parking","shower, sauna, sewerage, urban water",geothermic heating,,,,A,ready,,"roads in good condition roads, Kurepalu lake 1,000 m",,,
"Maisonette for sale, 2 bedrooms, Ristikheina tee 10, Muuga, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Wooden house, total area 96.7 m²",https://www.kv.ee/paarismaja-privaatses-asukohas-prestiizse-laiakula-3391961.html,"59.4735995,24.9182447",259000,3,2,96.7 m²,2,2007,Good condition,,860 m²,,Notify about incorrect advertisement,"parking free parking, parquet, public transport, box-room, terrace, electricity, packet windows","toilet room and bathroom separate, bath, shower, water boiler, urban water, sewerage","electric heating, heated floors, fireplace","Internet, steel door, fenced with garden","ceramic shove, refridgerator, kitchen furniture",,,ready,,,,,
"Maisonette for sale, 2 bedrooms, Mai 1, Mai, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Private ownership, total area 92 m²",https://www.kv.ee/suur-kinnistu-3872-millel-10-korteriga-ridaelamu-i-3175334.html,"58.3746156,24.5294664",142000,4,2,92 m²,2,1963,renovated,private property,,,Notify about incorrect advertisement,"new sewerage, open kitchen, separate entryway, separate rooms, street entrance, dressing room, new electricity, water, public transport, garage, electricity","water boiler, sauna, shower, urban water",heated floors,"neighbourhood watch, fenced with garden",kitchen furniture,62513:050:0400,,,,,,,
"Maisonette for sale, 2 bedrooms, E. Enno tn 6, Valga linn, Valga vald, Valgamaa - Real estate portal KV.EE ","Joint ownership, log house, total area 73 m²",https://www.kv.ee/muua-pool-majast-eluruumi-pind-pohikorrusel-ca-53-3227506.html,"57.775742,26.046003",21000,2,2,73 m²,2,1963,needs renovating,joint ownership,368 m²,Data from realestate book,Notify about incorrect advertisement,"open kitchen, electricity, water, ventilation","shower, urban water, sewerage",solid fuel,"Internet, steel door","electric stove, kitchen furniture",,Missing,,,,,,
"Maisonette for sale, 3 bedrooms, Keskuse tee 9/2, Vahi alevik, Tartu vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 112 m²",https://www.kv.ee/muugile-on-joudnud-maakuttega-a-energiatohususe-kl-3376599.html,"58.407848,26.7456725",189900,4,3,112 m²,2,2021,all brand-new,apartment ownership,,,,"new sewerage, open kitchen, public transport, electricity, parquet, dressing room, ventilation, parking free parking, box-room, street entrance, separate rooms, separate entryway, organisation through the few floors, new electricity","toilet room and bathroom separate, bath, shower, sauna, urban water","heated floors, geothermic heating","Internet, fenced with garden, steel door",,,A,,,,,,
"Maisonette for sale, 3 bedrooms, Lauka tee, Pärnamäe, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 133.1 m²",https://www.kv.ee/muua-valguskullane-paarismajaboks-parnamael-soosep-3393069.html,"59.4982377,24.868659",315000,4,3,133.1 m²,2,2014,ready,apartment ownership,744 m²,,Notify about incorrect advertisement,"balcony , open kitchen, parking free parking, box-room, 3*380V, furniture, parquet, dressing room, ventilation, roof tar paper roof","sauna, shower, bath, water boiler, toilet room and bathroom separate, urban water, washing machine","õhksoojuspump, fireplace, fireplace","Internet, cable TV, neighbourhood watch, steel door",refridgerator,,,,,,,,
"Maisonette for sale, kase 3, Olustvere, Põhja-Sakala vald, Viljandimaa - Real estate portal KV.EE ","Log house, house area 48 m², total area 4,131 m²",https://www.kv.ee/alustatud-renoveerimist-palgid-puhtaks-tehtud-sees-2614419.html,"58.5535605,25.5622537",22500,2,,4131 m²,,,needs renovating,,,Data from realestate book,Notify about incorrect advertisement,"deep well, electricity, 3*380V, wall wooden wall, roof asbestos cement roof",,stove heating,,stove heated with firewood,54501:002:0086,-,,,"near forest, location outside settlement location",,,
"Maisonette for sale, 3 bedrooms, Toomkivi 19, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381586.html,"59.3097965,24.8367254",286500,5,3,120 m²,,2022,all brand-new,apartment ownership,3208 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,
"Maisonette for sale, 3 bedrooms, Kadaka tee 7, Hüüru, Saue vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house",https://www.kv.ee/antud-arendusalas-on-valja-ehitatud-asfaltkattega-3381009.html,"59.3928228,24.5318727",329000,4,3,,2,2021,all brand-new,private property,1758 m²,Data from realestate book,Notify about incorrect advertisement,"terrace, dressing room, electricity, packet windows, parquet, public transport, box-room, wall cinder block wall, roof tar paper roof","toilet room and bathroom separate, sauna, bath, shower, urban water, sewerage","heated floors, geothermic heating","Internet, phone, cable TV, fenced with garden, neighbourhood watch, steel door",,,B,ready,,"surrounding buildings private houses, roads in good condition roads, neighbours around neighbours",,,
"Maisonette for sale, 3 bedrooms, Kandi tee 12, Kandiküla, Tartu, Tartumaa - Real estate portal KV.EE ","Joint ownership, total area 157 m²",https://www.kv.ee/muua-tartu-linnapiirist-koigest-200-m-kaugusel-tar-3371761.html,"58.3801021,26.6675444",150000,4,3,157 m²,3,1947,ready,joint ownership,651 m²,,Notify about incorrect advertisement,"new sewerage, kitchen, separate rooms, separate entryway, new electricity, well, box-room, street entrance, public transport, farm building, garage, electricity, parquet, roof tin roof","sauna, bath, shower, local water",geothermic heating,"neighbourhood watch, fenced with garden","gas stove, kitchen 10.9 m²",,,,,,,,
"Maisonette for sale, 3 bedrooms, Koidula 14, Narva-Jõesuu linn, Narva-Jõesuu, Ida-Virumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 135 m²",https://www.kv.ee/prodjtsa-tunhus-v-nrvioesuu-ustbnrv-utstok-440-m2-3108469.html,"59.4445973,28.0196665",185000,4,3,135 m²,,,renovated,apartment ownership,400 m²,,Notify about incorrect advertisement,,"toilet room and bathroom separate, bath, shower, sauna, urban water","electric heating, fireplace",,"electric stove, refridgerator, kitchen furniture",,,ready,,,2/2,,"3*380V, furnishing possibility, packet windows, parquet, parking free parking, public transport, terrace, electricity, dressing room"
"Row house box for sale, 3 bedrooms, Mäe tee 2, Liivamäe, Jõelähtme vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 119.2 m²",https://www.kv.ee/mae-tee-ridaelamud-on-vaike-arendus-mis-koosneb-vi-3386683.html,"59.4303508,24.9662391",245000,4,3,119.2 m²,1,2022,all brand-new,apartment ownership,2331 m²,,Notify about incorrect advertisement,"box-room, electricity, 3*380V, roof tar paper roof",urban water,"õhksoojuspump, gas",,,,,,,,,,
